,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
71646,yusuf / cat stevens,wild world,1970,rock,manjo hammile unglishiyile ingliziyo flungu manjo hammile unglishiyile ingliziyo flungu bana bana wild world hard smile bana bana wild world remember like child know see world change heart lyric commercial,30,0.003095975,0.003095975,0.440459052,0.003095975,0.003095975,0.003095975,0.003095975,0.003095976,0.003095975,0.003095975,0.003095976,0.003095975,0.160408845,0.119293286,0.086406354,0.003095975,0.461713419,0.676281312,0.367469244,0.00079251,0.575432811,0.5004849,world/life,0.714285714
71648,creedence clearwater revival,born to move,1970,rock,go strut stuff music loud sing sing come feet teach people shuffle unhappy face go sing guitar break come people teach right spread news go move sonofagun sing come feet bear lord come solo till,35,0.080197395,0.001697793,0.001697793,0.001697793,0.001697793,0.050420609,0.001697793,0.001697793,0.001697793,0.30527765,0.340145357,0.001697793,0.200189887,0.001697793,0.001697793,0.001697793,0.472544135,0.544470938,0.270079588,0.703441296,0.813478978,0.369349673,music,0.714285714
71651,carpenters,i'll never fall in love again,1970,rock,remind remind remind remind fall burst bubble trouble fall fall kiss germs catch pneumonia phone fall fall tell cause chain chain bind remind fall tear ocean devotion fall fall tell cause chain chain bind remind remind remind remind fall lie pain sorrow tomorrow fall fall,45,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.02644092,0.077432746,0.001283697,0.001283697,0.001283697,0.001283697,0.140487038,0.001283697,0.70803504,0.001283697,0.477959493,0.5021665,0.837349234,0,0.599134378,0.309287738,sadness,0.714285714
71652,rodríguez,jane s. piddy,1970,rock,think feel insecure mock court jester claim prove cure chamber eye wall listen think curious drift drown purple doubt wanna hear love word mouth loser rebel cause think callous dance disappear sister yellow appetite choke truth give give outlive dream youth jealous continue nose open wide knock door say hurry come inside bother insurance die reflection father final tear wind slowly meltingsan disappear acid head unmake bed woodward world queer know lonely know lonely know lonely know lonely know lonely thank time thank say forget okay,86,0.00093985,0.114485936,0.101910517,0.00093985,0.00093985,0.023810466,0.021617712,0.303709835,0.00093985,0.00093985,0.00093985,0.070227636,0.020680747,0.00093985,0.311662977,0.00093985,0.368569262,0.775530087,0.769076073,3.33E-06,0.583676834,0.686676901,sadness,0.714285714
71654,paul mccartney,the lovely linda,1970,rock,lovely lovely flower hair lovely lovely flower hair,8,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.894736832,0.005847953,0.005847953,0.005847953,0.005847954,0.005847954,0.005847953,0.005847962,0.005847953,0.005847953,0.540777645,0.52167782,0.32429651,0.011437247,0.93198681,0.272249544,romantic,0.714285714
71660,creedence clearwater revival,sailor's lament,1970,rock,wake early feel light shame shame somebody night shame shame friendly duel shame shame oneeyed jack jokers shame shame sailor shame shame poormouth turn shame shame say go pick clean shame shame say mess pile shame shame ace shame shame shame shame,42,0.001547988,0.001547988,0.608807431,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.196191053,0.046993745,0.001547988,0.001547988,0.001547988,0.124787955,0.822376259,0.534856293,0.520079839,0.011234818,0.77844188,0.471454964,world/life,0.714285714
71661,the velvet underground,i'm sticking with you,1970,rock,stick cause glue gonna hold stagecoach rain hang tree believe stick cause glue gonna people stratosphere soldier fight cong swing hang past right wrong want stick stick stick stick stick stick stick,32,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.171904319,0.464011732,0.001949318,0.123161729,0.001949318,0.054263576,0.001949318,0.001949318,0.001949318,0.339326329,0.639694382,0.298192066,0,0.376545754,0.443426061,obscene,0.714285714
71663,the velvet underground,lonesome cowboy bill,1970,rock,lonesome cowboy rid rodeo lonesome cowboy yodel ayheeho lonesome cowboy rid rodeo little love rodeo buck broncs yeah sip wine tengallon girls hear yodel ayheeho lonesome cowboy ride rodeo round colorado shore ohio orleans mardi gras tengallon girls hear yodel ayheeho rodeo ridin goin darn fast hear people scream shout lonesome cowboy lonesome cowboy go say yodel ayheeho lonesome cowboy lonesome cowboy,62,0.001754386,0.043504358,0.001754386,0.001754386,0.035409775,0.066351621,0.036164464,0.001754386,0.001754386,0.404667814,0.318084199,0.001754386,0.074765137,0.001754386,0.001754386,0.001754386,0.396729124,0.708073738,0.193774291,0,0.728977741,0.782775999,music,0.714285714
71667,neil young,"oh, lonesome me",1970,rock,everybody go have fool stay home have free lonesome lose lonesome blue forget past think lonesome like free flirt boys charm brother know welcome right arm lose lonesome blue forget past free lonesome,33,0.001697793,0.001697793,0.082265771,0.059651967,0.030246822,0.001697793,0.03649689,0.167938218,0.001697793,0.306435503,0.093512046,0.001697793,0.155331236,0.001697793,0.001697793,0.001697793,0.382649193,0.655564957,0.884538037,6.75E-06,0.307502061,0.353333157,music,0.714285714
71669,neil young,i believe in you,1970,rock,lose mind find think real go change think change place lie believe believe believe come night question feel doubt wish maybe year laugh think change place lie believe believe believe,30,0.001754386,0.001754386,0.457855651,0.049156487,0.001754386,0.001754386,0.001754386,0.379426869,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.087245203,0.443301202,0.629182371,0.663654281,0,0.504328112,0.296274318,world/life,0.714285714
71671,david bowie,all the madmen,1970,rock,send friends away mansions cold grey stalk streets sane stay underground tell tell blow pointless high long tell scream break harm stand foot hand talk wall right free heavy librium make cause stay madmen perish roam free play madmen content sane horizon nation hide organic mind cellar dark grim brain away turn face tell real feel stand foot hand talk wall right free helpless libido split gimme good lobotomy stay madmen perish sadmen roam free play madmen content sane ouvre chien ouvre chien,83,0.001074114,0.327212465,0.001074114,0.094031899,0.001074114,0.001074114,0.001074114,0.202290171,0.001074114,0.031364644,0.001074114,0.035192731,0.113371609,0.001074114,0.126622164,0.058099063,0.331744828,0.610645335,0.146585489,0,0.165292663,0.424406448,violence,0.714285714
71677,neil young,birds,1970,rock,lover hover beneath tomorrow things come today away things know feather fall nestle wing little special morning bring tomorrow things come today away things know feather fall,27,0.002192983,0.002192983,0.498639952,0.002192983,0.002192982,0.046351011,0.048060374,0.002192983,0.002192982,0.002192983,0.002192983,0.210474668,0.002192982,0.002192983,0.16577224,0.002192983,0.26459439,0.438684204,0.983935727,0.002459514,0.366240725,0.067438342,world/life,0.714285714
71685,george harrison,i'd have you anytime,1970,rock,know heart know roll hold arm anytime play know grow hold arm anytime know heart,15,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.504784574,0.359718249,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759402,0.003759399,0.541860717,0.627054329,0.740963595,0.001578947,0.196207749,0.35033006,romantic,0.714285714
71686,george harrison,i live for you,1970,rock,world care world eye open wide true live thing world sadness grow darkness true live years tear time thoughts return line feel inside true live years tear time thoughts return line feel inside true live,35,0.001503759,0.001503759,0.640130839,0.084969794,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.00150376,0.001503759,0.001503759,0.204870135,0.04747284,0.415141341,0.666512832,0.479919157,0.022368421,0.198268755,0.446429158,world/life,0.714285714
71695,the kinks,this time tomorrow,1970,rock,time tomorrow spaceship sail time tomorrow know watch inflight movie leave watch cloud sadly pass seven world time tomorrow field house endless row crowd streets know go want feel world look leave watch cloud sadly pass perpetual motion world matter time tomorrow spaceship sail time tomorrow time tomorrow time tomorrow,50,0.001283697,0.001283697,0.320070833,0.233958578,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.114603547,0.254370121,0.001283697,0.001283697,0.001283697,0.033498436,0.360987761,0.719098531,0.277107708,0.003795547,0.745465787,0.814809031,world/life,0.714285714
71696,neil young,southern man,1970,rock,southern better head forget good book say southern change gonna come cross burn fast southern cotton black tall white mansions little shack southern hear scream bullwhips crack long long southern better head forget good book say southern change gonna come cross burn fast southern hair golden see black come round swear gonna hear scream bullwhips crack long long,58,0.001119821,0.402136736,0.152661551,0.079397681,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.248935208,0.001119821,0.001119821,0.001119821,0.001119821,0.031602195,0.337160186,0.678691383,0.393573688,0.048178138,0.651690025,0.571558191,violence,0.714285714
71699,the beatles,two of us,1970,rock,pygmy hawtrey deaf aid phase get oats rid spend hard earn sunday drive arrive home home home go home send postcards write letter wall burn match lift latch home home home go home memories longer road stretch ahead wear raincoats stand solo chase paper get home home home go home memories longer road stretch ahead wear raincoats stand solo chase paper get home home home go home go home better believe goodbye,72,0.000974659,0.000974659,0.03817564,0.000974659,0.000974659,0.046247007,0.019610747,0.000974659,0.000974659,0.431982735,0.409370988,0.041942317,0.000974659,0.000974659,0.000974659,0.000974659,0.719484458,0.63841243,0.097790259,3.50E-05,0.935078318,0.702693417,music,0.714285714
71702,the velvet underground,i found a reason,1970,rock,reason live reason dear reason sing reason dear believe like things leave place go reason live know reason dear walk life lonely highways hand hand realize paths cross believe perceive come better come believe perceive come better come better come come come come better come come come yeah come come come come,52,0.334919378,0.001074114,0.480710488,0.001074114,0.02226257,0.001074114,0.114043294,0.001074114,0.001074114,0.033026674,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.392396837,0.604927826,0.062147653,0.000449393,0.320898599,0.289267092,world/life,0.714285714
71703,black sabbath,black sabbath,1970,rock,stand figure black point turn round quick start choose black shape eye tell people desire satan sit smile watch flame higher higher help friend satan come round bend people run cause scar people better beware,35,0.001644737,0.30711667,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.204616361,0.001644737,0.001644737,0.091578681,0.27076096,0.102901011,0.001644737,0.001644737,0.001644737,0.276508177,0.54659898,0.046886593,0.046255061,0.112737016,0.431413674,violence,0.714285714
71704,creedence clearwater revival,hey tonight,1970,rock,tonight go tonight know fly tonight tonight come go tomorrow tonight tonight go rafter watch go religion night long come go hear tonight tonight go rafter watch go religion night long aaaah tonight gonna tonight know fly tonight tonight tonight tonight,41,0.031428484,0.001422475,0.001422475,0.583617072,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.034351004,0.001422475,0.102909501,0.001422475,0.001422475,0.001422475,0.199525618,0.695656883,0.58451914,0.027007055,0.111336032,0.788746908,0.589576772,night/time,0.714285714
71705,carpenters,we've only just begun,1970,rock,begin live white lace promise kiss luck begin rise roads choose start walk learn begin share horizons watch sign talkin workin even come smile life ahead place room grow begin share horizons watch sign talkin workin even come smile life ahead place room grow begin flute piano,47,0.00131579,0.00131579,0.428323752,0.00131579,0.001315789,0.001315789,0.030488889,0.00131579,0.088456214,0.00131579,0.00131579,0.432994302,0.00131579,0.00131579,0.00131579,0.00131579,0.340409401,0.61241443,0.774096159,3.38E-06,0.284830998,0.321300125,world/life,0.714285714
71706,black sabbath,electric funeral,1970,rock,reflex warn gonna come better hide atomic tide flash turn house sties turn people radiation mind decay robot mind robot slave lead atomic grave plastic flower melt fade moon fall die world radiation victims frustration burn globe obscene like electric funeral pyre build crash earth crack grind rivers turn melt blood earth lie deathbed cloud dead terrify rain burn pain electric funeral electric funeral electric funeral electric funeral shin electric supernatural take earth wing heaven golden sing hell angels flap wing evil souls fall hell trap burn cells,88,0.001031992,0.454698397,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.022966609,0.001031992,0.436885391,0.048298276,0.001031992,0.001031992,0.001031992,0.327412542,0.583775607,0.435742405,1.24E-06,0.269373454,0.488472513,violence,0.714285714
71710,grateful dead,friend of the devil,1970,rock,reno trail hound sleep night morning come runnin time friend devil friend home daylight sleep tonight devil babe loan bill spend night utah cave hill runnin time friend devil friend home daylight sleep tonight lyric commercial,36,0.073613821,0.126194244,0.001949318,0.395075203,0.001949318,0.001949318,0.001949318,0.152078751,0.001949318,0.078050097,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.628506444,0.58477553,0.335340698,8.39E-06,0.895919209,0.62861703,night/time,0.714285714
71714,black sabbath,iron man,1970,rock,iron lose mind blind walk move fall alive dead thoughts head pass care turn steel great magnetic field travel time future mankind want star world plan vengeance soon unfurl time iron spread fear vengeance grave kill people save want turn head help revenge heavy boot lead fill victims dread run fast iron live,53,0.001253133,0.349941469,0.321951955,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.069402089,0.118316833,0.03714687,0.001253133,0.001253133,0.001253133,0.297086537,0.635387022,0.003503016,0.001801619,0.413643858,0.792786321,violence,0.714285714
71718,the beatles,let it be,1970,rock,time trouble mother come speak word wisdom hour darkness stand right speak word wisdom whisper word wisdom brokenhearted people live world agree answer part lyric commercial,26,0.002506266,0.319298425,0.109505648,0.09795787,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.141534122,0.002506266,0.002506266,0.200950872,0.002506266,0.002506266,0.002506266,0.412975198,0.700407661,0.633533769,0,0.398186315,0.40338477,violence,0.714285714
71720,chicago,25 or 6 to 4,1970,rock,wait break search flash light give close eye sit crosslegged floor star blindly space get splash face want stay awake wonder instrumental feel like ought sleep spin room sink deep search wait break,33,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.58765676,0.001814882,0.001814882,0.347004829,0.001814882,0.587349724,0.733225649,0.310240271,0.063967611,0.720733718,0.905902967,sadness,0.714285714
71722,the doors,peace frog,1970,rock,blood streets ankles come blood streets knee come blood streets chicago come blood rise follow think break come drive away sunlight hair come blood streets run river sadness come blood streets thigh come yeah river run legs city come women cry rivers weepin come drive away sunlight hair indians scatter highway bleed ghost crowd young child fragile eggshell mind blood streets blood stain roof palm tree venice blood terrible summer bloody fantastic blood scream brain chop finger blood bear birth nation blood mysterious union blood streets ankles blood streets knee blood streets chicago blood rise follow,96,0.078500019,0.611711461,0.000773994,0.000773994,0.015648371,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.144338051,0.000773994,0.058244102,0.000773994,0.037372307,0.000773994,0.632838731,0.723021306,0.160641728,0.003279352,0.813478978,0.72571716,violence,0.714285714
71726,the beatles,get back,1970,rock,think loner know wouldn leave home tucson arizona california grass belong belong home lyric commercial,15,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.312011474,0.004385965,0.445260735,0.004385966,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.757391964,0.662025998,0.493975396,0.006336032,0.31780709,0.592579868,music,0.714285714
71730,the beatles,across the universe,1970,rock,word flow like endless rain paper slither pass slip away universe pool sorrow wave drift open mind possess caress guru gonna change world gonna change world gonna change world gonna change world image break light dance like million eye universe thoughts meander like restless wind inside letter lyric commercial,49,0.001349528,0.001349528,0.31984845,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.068720962,0.001349528,0.193411728,0.001349528,0.06431024,0.140222488,0.001349528,0.211523882,0.611978566,0.362449159,8.79E-05,0.859851608,0.412394061,world/life,0.714285714
71740,george harrison,run of the mill,1970,rock,choice raise voice decide turn feel concern decide blame today throw away tomorrow rise realise send days stand wonder lose friendship eye blame decide bless guess high leap reap arrive offend decide,32,0.002105263,0.213231246,0.24654089,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.123129697,0.082512242,0.002105263,0.305112239,0.002105263,0.520199285,0.712586211,0.030420713,0.00715587,0.787716406,0.643632514,sadness,0.714285714
71744,the kinks,powerman,1970,rock,know powerful people power palm hand start work go stop reach story dream powerman powerman bring want money better stand line cause pick nickel dim name sit grin cause everybody sucker money powerman powerman slave story game powerman powerman drive insane people try conquer world genghis khan hitler try mussolini powerman need fight powerman need gun powerman money free girl money publish right girl alright go keep sane powerman powerman money brain story game powerman powerman drive insane,78,0.001031992,0.121516954,0.001031992,0.001031992,0.045393655,0.001031992,0.001031992,0.149631816,0.301331222,0.001031992,0.16678338,0.001031992,0.071286411,0.076536397,0.001031992,0.001031992,0.551608361,0.738379099,0.361445142,0.44534413,0.764014839,0.829824515,obscene,0.714285714
71750,black sabbath,a bit of finger / sleeping village / warning,1970,rock,finger good come mind maybe leaf sweet fairies wear boot hand doom plan root wall sleep draw beneath shadow fear go tell go insane people go insane hand rid summer sky think lord world watch wanna reach touch sky electric funerals cry bring black orchids wed sabbath bloody wicked world death spin roundaround roundaround gotta feet fall grind feel kinda paranoid like void danger come better hide iron come inside sleep village welcome pig come dont afraid tell wizard walk salad hole toxic away death come sabbath smokin trip dont know wizard come finger good come mind maybe leaf sweet fairies wear boot hand doom plant warn,107,0.051517068,0.38275628,0.000701754,0.000701754,0.000701754,0.015247401,0.046870514,0.109684924,0.000701754,0.000701754,0.10739374,0.161217065,0.016408507,0.000701754,0.000701754,0.073108739,0.318747969,0.573032844,0.080521165,0.049797571,0.32502061,0.552538578,violence,0.714285714
71751,john lennon,love,1970,rock,real real feel feel want love touch touch reach reach ask love know free free live live need love,19,0.002631579,0.002631579,0.148081016,0.002631579,0.002631579,0.002631579,0.373517745,0.079908552,0.002631579,0.002631579,0.002631579,0.002631579,0.105867975,0.002631579,0.002631579,0.206384714,0.597097368,0.368176807,0.890562139,0.019939271,0.136438582,0.060931633,romantic,0.714285714
71752,paul mccartney,every night,1970,rock,night want head want night want play want tonight want stay oohooooh mmhmmh oohooh mmhmmh lean lamp post waste time night pillow rest mind morning bring night tonight want stay ooooh mmhmmh believe mama ooooh mmhmmh oohooooh mmhmmh,38,0.002024292,0.002024292,0.068261942,0.496147575,0.002024292,0.043390533,0.002024292,0.002024292,0.079116359,0.051757469,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.588432795,0.597159193,0.590361034,0.001447368,0.869126134,0.404385803,night/time,0.714285714
71754,the beatles,maggie mae,1970,rock,dirty take away walk lime street anymore judge guilty rob homeward bounder dirty good rob liverpool return pound week,19,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.560632749,0.004784689,0.004784689,0.004784689,0.358027534,0.00478469,0.492039424,0.60564572,0.380521466,0,0.515663644,0.515500384,sadness,0.714285714
71760,george harrison,behind that locked door,1970,rock,cry pain forget teardrops bless world wait heart lock door time start smile short time go tales teach things make want heart lock door go poor heart lock door,29,0.001879699,0.001879699,0.264397593,0.001879699,0.001879699,0.0018797,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.063485016,0.001879699,0.561479533,0.046728082,0.538611502,0.647847601,0.726907356,0.064574899,0.429101401,0.388369286,sadness,0.714285714
71764,neil young,only love can break your heart,1970,rock,young feel think game play try best time break heart sure right start break heart world fall apart friend see hide head inside dream come lose break heart sure right start break heart world fall apart friend see hide head inside dream break heart break heart,46,0.001119821,0.001119821,0.086264963,0.030789705,0.001119821,0.001119821,0.001119821,0.210618905,0.001119821,0.001119821,0.001119821,0.001119821,0.022248183,0.001119821,0.634400752,0.001119821,0.725982887,0.601338359,0.683734622,1.17E-06,0.36417972,0.239215479,sadness,0.714285714
71765,the doors,indian summer,1970,rock,best better rest best better rest meet summer indian summer meet summer indian summer best better rest,17,0.003289474,0.003289474,0.671109431,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.272969515,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.471461064,0.458041689,0.861445644,0.136639676,0.130255565,0.154127737,world/life,0.714285714
71766,the doors,waiting for the sun,1970,rock,flash race stand freedom shore wait wait wait feel spring come time live scatter wait wait wait wait wait wait wait wait wait wait wait wait wait come wait hear song wait come wait tell go wrong strangest life know feel spring come time live scatter wait wait wait wait,50,0.078404097,0.001096491,0.103858319,0.555936404,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.107800342,0.001096491,0.049609804,0.033493124,0.001096491,0.001096491,0.057740014,0.533196144,0.719354921,0.085440849,0.000353239,0.216817807,0.513498319,night/time,0.714285714
71781,pink floyd,atom heart mother,1970,rock,father shout breast milky mother fore funky dung mind throats loud announcement silence studio remergence,15,0.007518797,0.532362696,0.007518797,0.007518798,0.007518797,0.007518797,0.007518797,0.007518797,0.007518797,0.007518798,0.007518797,0.007518797,0.339817752,0.007518797,0.007518797,0.007518797,0.221271526,0.503961234,0.788152398,0.895748988,0.070383347,0.216191737,violence,0.714285714
71786,john lennon,god,1970,rock,concept measure pain concept measure pain yeah pain yeah believe magic believe iching believe bible believe tarot believe hitler believe believe believe buddha believe mantra believe believe yoga believe kings believe believe zimmerman believe beatles believe reality dream dream yesterday dream weaver reborn walrus dear friends dream,47,0.001754386,0.001754386,0.864617891,0.001754386,0.069797412,0.001754386,0.037514521,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.626340301,0.569751045,0.23192694,0.002793522,0.159109646,0.269246447,world/life,0.714285714
71793,rod stewart,(i know) i'm losing you,1971,rock,fade feel fade woman fade away cause personal touch growin cold control soul fool long feel presence speak lose feel lose feel bone go lose face take place lose look eye reflection face hurt downhearted worry girl cause face belong fade feel fade away feel lose wanna lose know gonna grow lord lose woohoo yeah wanna lose know gonna grow lose lose yeah yeah yeah fade feel fade lose,69,0.000822368,0.046365179,0.000822368,0.000822369,0.068449546,0.072162717,0.000822369,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.028736092,0.419417202,0.100705735,0.357738547,0.565136015,0.085139644,0.203441296,0.431162407,0.801795612,sadness,0.7
71794,led zeppelin,the battle of evermore,1971,rock,queen light take turn peace embrace gloom walk night dance dark night sing morning light dark lord rid force tonight time tell throw plow rest lock home darkest hear horse thunder valley wait angels avalon wait eastern glow apples valley hold seed happiness grind tender care repay forget dance dark night sing morning light apples turn black tyrant face common pick swords fill good mortals know night long bead time pass slow tire eye sunrise wait eastern glow pain exceed aftermath drum shake castle wall ring wraiths ride black ride sing raise ride shoot straighter comfort night light face cold dance dark night sing morning light magic run writ gold bring balance bring shin cloud blue roll flame dragon darkness sunlight blind eye bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring bring,147,0.000449843,0.094220524,0.000449843,0.075740873,0.000449843,0.01053487,0.000449843,0.000449843,0.000449843,0.303427393,0.112080062,0.34709218,0.019626905,0.000449843,0.000449843,0.000449843,0.389147623,0.573443068,0.63654582,0.00152834,0.328112119,0.540526191,music,0.7
71795,david bowie,fill your heart,1971,rock,heart today play game time things happen past happen mind mind forget mind free yeah write wall free yeah know choose remember lovers lose cause free thoughts unpure thoughts unkind gentleness clear soul clean mind make free happiness happen dragons bleed gentleness fear head head fear head head forget head free write wall free yeah know choose remember lovers lose free thoughts unpure thoughts unkind gentleness clear soul clean mind make free freeyeah yeahyeahyeah yeahyeahyeah freeyeah yeahyeahyeah yeahyeahyeah freeyeah yeahyeahyeah yeahyeahyeah freeyeah yeahyeahyeah yeahyeahyeah freeyeah yeahyeahyeah yeahyeahyeah freeyeah,88,0.000809717,0.326883961,0.266912246,0.000809717,0.04871105,0.000809717,0.050141199,0.157647726,0.000809717,0.000809717,0.000809717,0.000809717,0.139177502,0.000809717,0.000809717,0.000809717,0.367486191,0.429120837,0.814256842,0,0.491962077,0.156129801,violence,0.7
71797,paul mccartney,smile away,1971,rock,woohoo know know know know know know know know walk street meet friend smell feet mile away smile away smile away smile away yeah smile away smile away smile away smile away yeah smile away walk street meet friend smell breath mile away smile away smile away smile away yeah smile away smile away smile away smile away yeah smile away smile away smile away smile away yeah smile away meet friend brother smell teeth mile away smile away smile away smile away yeah smile away smile away smile away smile away yeah smile away smile away smile away smile away yeah smile away smile away smile away smile away yeah smile away,113,0.000482859,0.000482859,0.000482859,0.000482859,0.08611742,0.009764586,0.000482859,0.060728491,0.000482859,0.000482859,0.000482859,0.000482859,0.000482859,0.304776504,0.531852979,0.000482859,0.427055128,0.712842602,0.044476952,0.021255061,0.516694147,0.877874064,sadness,0.7
71798,the who,getting in tune,1971,rock,sing note cause fit chord play pretend mean things say tune right tune tune gonna tune right right right little tire have come look eye harmonies heartaches soften get tune right tune tune gonna tune right right right right right head need say bangin piano get tune straight narrow get tune straight narrow get tune straight narrow get tune straight narrow yeah get tune straight narrow get tune straight narrow sing note cause fit feel symphony hear heart set head reel tune right tune tune gonna tune right right right right right baby baby baby baby baby head need say bangin piano get tune straight narrow get tune straight narrow get tune straight narrow get tune straight narrow get tune straight narrow get tune straight narrow get tune straight narrow,130,0.060677995,0.000501253,0.000501253,0.193159566,0.023880853,0.010559104,0.000501253,0.096632471,0.256117284,0.301288993,0.000501253,0.000501253,0.000501253,0.000501253,0.022320872,0.000501253,0.329578685,0.648616773,0.24196711,0.000171053,0.537304204,0.674664514,music,0.7
71800,the rolling stones,can't you hear me knocking,1971,rock,yeah satin shoe yeah plastic boot cocaine eye yeah speedfreak jive hear knockin window hear knockin door hear knockin dirty street yeah help baby stranger help baby stranger help baby stranger hear knockin safe asleep hear knockin yeah light street hear knockin yeah throw key alright hear ring toll hear sing soft beg knees kickin help hear prowlin gonna hear growlin yeah flatten feet hear howlin street hear knockin,69,0.066913052,0.001074114,0.001074114,0.001074114,0.172726911,0.098811806,0.001074114,0.001074114,0.001074114,0.310058797,0.227389699,0.045137547,0.001074114,0.001074114,0.045463617,0.001074114,0.5234485,0.780170756,0.409637961,0.045546559,0.711459192,0.757750192,music,0.7
71801,the who,the song is over,1971,rock,song know try ahead learn gonna sing sing song wide open space sing heart infinite sing visions high mountains sing song free free sing song wide open space sing heart infinite sing visions high mountains sing song free free guitar solo walk door think look song sing stop soon begin ahead sing song wide open space sing heart infinite sing visions high mountains sing song free free sing song wide open space sing heart infinite sing visions high mountains sing song free free instrumental song leave tear remember take million years song song except note pure easy play free like breath ripple,102,0.000611995,0.000611995,0.000611995,0.000611995,0.000611995,0.000611995,0.000611995,0.000611995,0.000611995,0.437679218,0.000611995,0.154858409,0.113106902,0.000611995,0.246215315,0.000611995,0.313332611,0.673178986,0.499999498,0.000654858,0.258037923,0.563549933,music,0.7
71803,john lennon,jealous guy,1971,rock,dream past heart beat fast begin lose control begin lose control mean hurt sorry want hurt jealous feel insecure anymore shiver inside shiver inside mean hurt sorry want hurt jealous mean hurt sorry mean hurt jealous try catch eye think try hide swallow pain swallow pain mean hurt sorry want hurt jealous watch baby jealous look baby jealous,58,0.04335541,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.285630624,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.525048849,0.001096491,0.45521499,0.672666205,0.857429576,0.014777328,0.205482275,0.479463222,sadness,0.7
71807,carpenters,for all we know,1971,rock,look strangers ways lifetime share feel close time tell lifetime know time tell grow know look strangers ways lifetime know time tell grow grow know,25,0.002506266,0.002506266,0.365655738,0.002506266,0.002506266,0.002506266,0.002506266,0.591737744,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.265677461,0.569699767,0.882530003,1.67E-05,0.175597692,0.237213414,world/life,0.7
71808,the doors,crawling king snake,1971,rock,crawl snake rule crawl snake rule yeah mess mate go catch crawl baby window grass high crawl crawl snake rule better want go crawl catch crawl baby crawl door see want go crawl floor crawl rule come want go crawl come crawl hand knees baby crawl like spider wall go crawl,51,0.098237839,0.571749627,0.001119821,0.001119821,0.022497552,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.114037474,0.001119821,0.001119821,0.001119821,0.001119821,0.094370969,0.813711686,0.666923057,0.316264374,3.12E-05,0.836150041,0.473457029,violence,0.7
