artist_name,track_name,Song,lyrics,SongNum,release_date,genre
A.C.T,Circus Pandemonium,Everything_s Falling,"The cage was too small. The creature was in pain. He tries to turn, around to change position, but it just wasn't possible. He didn't, remember much of yesterday. He had been beaten, then he had, woken up in this cage, probably as a punishment. But a punishment, for what? He didn't understand. What had he done?, At a distance, he could see Louis coming towards him. Louis sat, down close to the cage., ""What have they done to you?"" Louis whispered while patting the, creature on the head. The creature made a deep sound and shook, his head. Louis nodded., ""There's nothing to understand, he's an idiot, a very bad person"",, Louis said and looked at the other cages. ""Just look at my animals."", Louis sighed., ""We need to get you out of here."", The creature made another sound, and Louis replied:, ""I know, this whole place is broken, it is falling apart, it's falling to pieces."", , A tent that's filled with holes, Raised by broken homesick souls, On a field that is somewhere far away from here, , A constant drunken clown, A freak that has been beaten down, What they share, a pent-up anger deep inside, , All alone in the dark they weep, They turn around in their worried sleep, They're passengers on a sinking ship, It's the end of a lifelong trip, (They all know), It will crack!, It will fall!, It will not hold!, , Animals are chained, Some of them are sick and drained, In a cage a lion licks his new whip wounds, , The leader will demand, Even though you are injured, stand!, That is how they bring in money for the show, , All alone in the dark they weep, They turn around in their worried sleep, They're passengers on a sinking ship, It's the end of a lifelong trip, (They all know), It will crack!, It will fall!, It will not hold!, , Everything's falling, falling to pieces, They try to hold out, Try to hold out, but they're broken, Everything's falling, falling to pieces, They try to hold out, Try to hold out, but they're broken, , Moving on from town to town, They're building up, they're tearing down, A shifting landscape, but the pain's the same, , All alone in the dark they weep, They turn around in their worried sleep, They're passengers on a ship, It's the end of a lifelong trip, (They all know), It will crack!, It will fall!, It will not hold!, , Everything's falling, falling to pieces, They try to hold out, Try to hold out, but they're broken, Everything's falling, falling to pieces, They try to hold out, Try to hold out, but they're broken, , (Nobody hears them and nobody sees them, Try to hold out 'cause it's all that they know), , ",3,2014,metal
A.C.T,Circus Pandemonium,Manager_s Wish,"Warning! We take no responsibility for bloodstained clothing. And, a reminder - you did enter at your own risk!, , This is what you've all been waiting for, Can you feel it in the air?, You will get what you want and a little more,, Just sit back, we will get you there, , We have all kinds of creature,, More than your eyes have probably seen, They all have supernatural features, Supernatural, believe in me!, , What is this?!, Are you not done?!, You should should have done it long before, Wash it now!, I don't care how!, I won't put up with this no more!, , Our show is not what you're used to, Sometimes you'll probably laugh, More importantly, we will make you, Feel sick, throw up and incredible scared, , Our clowns don't need no makeup, They are just made that way, The strong man is so beefed up,, He can lift himself up in the air, , Is this not gone?!, Oh, now you're done!, You will taste my rage unleashed!, Prepare yourself,, For the bomb, I will slap you until you bleed, , I am your master,, I know you're all afraid, I will burn you,, If you won't obey, I am your master,, and I will always be, You can run but I will find you, , We never ever should have put our trust in him this way, Now we know we're damned forever, , I think that he saw me, Her eyes looked my way, Words can not even explain, When her hair sways, Might be mine some day, , I know that you're all so eager, To see what we've got in store, Tonight is a special evening, A man who's here will be no more, , Hold on to a friend or a neighbour, Oh, this will not be nice, I assure you, he won't suffer, It's his personal sacrifice, , Let this be,, A lesson to learn, For you who're not obedient, Look at her, That way she's burned, Listen to my acknowledgment, , I am your master,, I know you're all afraid, I will burn you,, If you won't obey, I am your master,, and I will always be, You can run but I will find you, , We never ever should have put our trust in him this way, Now we know we're damned forever, , I think that he saw me, Her eyes looked my way, Words can not even explain, When her hair sways, Might be mine some day, , ",4,2014,metal
A.C.T,Circus Pandemonium,A Truly Gifted Man,"It was the night of his tenth birthday and, just like all other nights,, Louis had crept down beside his mother in her bed. But this particular, night she had grabbed him in his arm and pulled him back to, his room. ""You are not a kid anymore"", she said when she closed, the door behind her. When he was lying there, back in his own, bed, with a blanket over his head trying to sleep, he heard a voice., ""Louis""., , He sat up and stared at the door at the end of the room. The room, was completely dark apart from a small beam of light coming, from the keyhole Something was moving outside, he could see the, light shifting in the hole. Louis swallowed., ""Who's there?"" he asked with a whisper., ""Loooouiiiisssss."", Something hit the door and all his blood rushed to the top of his, head., Mom, he thought., ""Not mom Louis, it's me"", someone replied and Louis heard a scraping, sound against the door. Louis wanted to run, but he couldn't, move., ""Food, Louis. Food."" More hitting on the door., Louis screamed., ""Mom!"", , Among the animals backstage, At safe distance from the cage, Two workers looked upon the beast, This will be tough to say the least, , Louis the tamer, Remarkable man indeed, With just one movement, a look or elusive sound, He gets them right where he wants, , It can't be done, he'll need a year, There's not a chance he'll tame that bear, You know that thing is pretty mean, It was the biggest thing they'd seen, , Louis the tamer, He's such a peculiar man, There is a saying, That he can tame anything, Even your unwilling wife, , Looking like us, But moving like them, They listen, they nod, They understand, , If you come close, You'll see it clear, He listens, they speak, He's one of them, , Lions, whales, Foolish snails, Beavers, guppies, Stupid puppies, , He tames them all, A truly gifted man, , From out of nowhere he appeared, A big white smile, a brown thick beard, He said: ""One minute, not a year, you humans just don't see, things clear"", , Louis released him, That drooling and growling bear, With just one gesture, He got him to calm his mind, They walked away hand in hand, , Looking like us, But moving like them, They listen, they nod, They understand, , If you come close, You'll see it clear, He listens, they speak, He's one of them, , Cats and dogs, Nasty frogs, Rats, albinos, Filthy rhinos, , He tames them all, A truly gifted man, , Louis the tamer, Remarkable man indeed, With just one movement, a look or elusive sound, He gets them right where he wants, , Looking like us, But moving like them, They listen, they nod, They understand, , If you come close, You'll see it clear, He listens, they speak, A truly gifted man, , ",5,2014,metal
A.C.T,Circus Pandemonium,Presentation,"[Instrumental], ",6,2014,metal
A.C.T,Circus Pandemonium,Look At The Freak,"- He's so ugly! - Oh yes! I've heard his father is a horse. - Do you recon, he has feelings? - Oh no! One that ugly can't feel anything, or can, he?, , Look at the freak, everyone, look at the freak, everyone, look at, the way he is scaring the people, He is bringing in the money, And for that we're all quite happy, , It's the way his eyes hang out. His ears are way too Long, His arms are way too short and he has no nails, , Don't miss out to see the freak. He's so ugly you'll go blind, , Look at the freak, everyone, look at the freak, everyone, look at, the way he is scaring the people, He is bringing in the money, And for that we're all quite happy, , You'll never forget his face. Forever in your mind, Haunts you in your dreams. No one like his kind, , Don't miss out to see the freak. He is so ugly you might go blind, , ",7,2014,metal
A.C.T,Circus Pandemonium,Argument,"[Instrumental], ",8,2014,metal
A.C.T,Circus Pandemonium,Confrontation,"[Instrumental], ",9,2014,metal
A.C.T,Imaginary Friends,Take It Easy,"Seasons Passing By,, Summers Gone And I Can't Recall That I Saw, A Shining Sun In The Sky., Then The Winter Comes,, I Am Occupied Buying Things For My Child,, When I'm Done It Is Gone., , Please Come Back!, Take It Easy, Everyone Should Take It Easy., You Got To Slow Down, Everyone Should Calm Down., Take It Easy, Everyone Should Take It Easy., You Got To Slow Down Before It Is Too Late., To Stresses And Strains Of Modern Life Say No., , Years Are Passing By,, I Can't Hear Anymore, Wrinkles Are Blooming Now, And My Hair's Getting White., Then I Fade Away,, Getting Old And Sick, All I Remember Now, Is The Smell Of The Strain., , [Chorus], , Move Your Body, Hurry Up Now;, I've Got No Time To Waste., I'm So Busy, Get A Move On,, Must Be In Time For Tea., I Must Be There!, , [Chorus], , ",1,2002,metal
A.C.T,Imaginary Friends,Relationships Part 4. Second Thoughts,"[Instrumental], , ",10,2002,metal
A.C.T,Imaginary Friends,Relationships Part 5. Mr. Unfaithful,"Kate, Maybe Not The Brightest One., Not Intelligent But Fun., Wonder Where Your Husband Ran?, Well She Could Really Satisfy Your Man!, , Ann, Kind Of Intellectual, Beautiful And Very Tall., Wonder Why Your Phonebill's High?, I Promise She's The Reason Why., , Faithfulness, Not A Chance., Seven Women, One For Every Day., Oh, That's A Shame!, , Mrs. Unaware, Please, Wake Up And Kick That Husband Out The Door., He Should Wipe The Floor, That Lump., Working Late, Business Trips, Traffic Delays., Lady He's Lying, Don't Stand There And Gaze., Aim At The Balls And Say: ""Now Do You Feel OK?, You're A Classic Case For Jerry. Springer."", , Sue, She's So Perfect She's So Right., Found Her On A Hardcore Site., Wonder Where That Money Went?, On Her I Promise They Were Spent., , Meg, Doesn't Really Say That Much., Only Thing I Know, She's Dutch., Guaranty He'll Be Seduced., I Plastic She's Been Mass-Produced., , [Bridge], , [Chorus], , ",11,2002,metal
A.C.T,Imaginary Friends,Relationships Part 6. Gamophobia,"There Is Really Nothing To Be Afraid Of, You Only Have To Spend The Rest Of Your Life With Her!, , ",12,2002,metal
A.C.T,Imaginary Friends,Relationships Part 7. Little Beauty,"I'm Running Around In A Loop,, Don't Know Why You Are So Hard To Find., This Is A Crowded Place To Be,, Maybe That's Why I'm Confused., I Didn't Know It Was So Hard To Find You., Left, Right, Up And Down, I, Have Searched Every Floor., , Where, Tell Me Where Are You Now., Don't You Want Me To Find You, Why?, I Know You're Counting On Me,, But I Don't Know Where To Start., Every Time I'm Asking For Directions, There're Pointing At Different Ways., I'm Confused, So What Shall I Do?, , Little Red Beauty, You're Driving Me Crazy., I've Been Here For Hours, I'm So Very Tired., Suddenly I Saw A Sign To Show Me The Way., You Know I Promise To Bring You What You Want., Bringing You All Of My Loving., , Sir, How Are You Doing Today?, Looks Like Yo Need Some Help To Find, What Ever You Are Looking For,, That Is So Important To You., Close Your Eyes,, Take A Breath Then Try Again., You Know That You Can't Show Up, With Your Hands All Empty, Oh No., , [Chorus], , I Finally Saw You,, You Put A Smile On My Face., Yes You Were Standing,, Beside The Others, Your Friends., How Could I Be So Blind,, So Blind That I Didn't See You There?, Standing Right Beside The Others, Your Friends., , Show Me The Way,, You Know I Promise To Bring You What You Want., Bringing You All My Loving,, Bringing You All My Love To You., , ",13,2002,metal
A.C.T,Imaginary Friends,Relationships Part 8. Happily Ever After,"Finally We're Here,, The Moment We've Been Waiting For., Carry You Inside,, Now I Know I Have It All., A Perfect Night,, The Two Of Us Enjoying You., , CATHERINE, , Catherine, please, don't you cry., I'll see you in two weeks., Now kiss Daddy goodbye., Your mummy and I have hurt you so bad., Gone is our love and the things that we shared., , I'm on my knees for you, Catherine., Words don't reveal, The things that I feel,, Catherine., , It seems that I have lost, all that I once had., I think that you know, your eyes seem so sad., , I'm on my knees for you, Catherine., Words won't reveal, The things that I feel,, Catherine., , And one day you'll grow and you have children of your own., Then cherish your luck, dear Catherine., Please erase this memory., , Catherine, please, don't you cry., I'll see you in two weeks., Now kiss Daddy goodbye., , I'm on my knees for you, Catherine., Words won't reveal, The things that I feel,, Catherine., , , , , ",14,2002,metal
A.C.T,Imaginary Friends,Hippest Flop,"Back To The Past Reliving What's Done., The Times That I Played The Fool Of My Grade., Embarrassing To Remember., I Know Where They Live, The Kids Have Grown Up., Meeting Them Now., They Look At Me Like I Still Were The Biggest Joker., , If They Knew About Me Nowadays, Surely They Would Blow My, Great Cigar And Nasty Boots, To The Leather Cap And The Great, Tattoos., I'm The Hippest Flop In History., When I Show My World For All My Ladies, Mercedes., , Baby Girl., Those Days Are Far Gone., Now That We've Found A Start, We'll Just Carry On., People That Are Strong They Belong Together., A Human Delirium., , Now We Hold Hands, Together In Love., You Got Me At Last., In Trade For A Harley Davidson And Some Groceries., I Know What You Think., The Deal Is Unfair, She Should Have Had Bob., At Least He Was Not The Kind To Go Fuel His ""Panties""., , [Bridge], , [Chorus], , Watch This World From My Perspective, Very Nice., Learn From This You Childish People., , ",2,2002,metal
A.C.T,Imaginary Friends,A Supposed Tour,"Offered To Support An Act And They Were Overwhelmed., Took Them Weeks To Plan That Trip., Everything Was Done To Keep The Costs Down,, Budget Was Low, Of Course., A "" So Called"" Van Stood, Ready To Be Towed Away., They Were All Squeezed Together In This Rental Car., , We Have Come To Play., There's No Chance, No Way., But It's Simple Fact; We Have Come To Act., A Special Guest Indeed., , Sad And Disappointed They Bought Beer To Reassure., Manager Excused Himself (And Said:), Just Come Again Tomorrow., I've Informed The Crew That You'll Come, It's Set,, It's Ready; You Will Be On Stage By Eight O'clock., Everyone Please Calm Down, You Have My Head On That., , So You've Come To Play., There's No Chance, No Way., Telling You It's A Fact; No Way You Can Act., Simple Fact, My Ass!, , [Repeat], , ",3,2002,metal
A.C.T,Imaginary Friends,Biggest Mistake,"Trapped Inside And Filled With Fear,, He's Sitting In His Chair., So Lonely And So Cold, But He Knew., Cuz' All Those Years With All Those Tests, Had Finally Shown Result., That They Are Not Alone,, Repentance For What He Had Done., , It Seems Like It Won't End, I Don't Know What To Do., It Feels Like It Won't End, I Don't Know What To Do., Doesn't Matter If I Try To Close My Eyes., , Even Every Second Is Too Much For Me To Take., Losing My Mind In A Room This Dark., Please Make Them Go Away., , So Many Years, Now You Are Here., When You Replied, All Pleased Inside., There Is Nothing Else That We Can Do., , They Forced Him To The Fetching, Of The Unknown To Be Explored., Extinction For Them All, But He Knew., The Consequences It Would Bring,, He Tried To Make Them See (Don't You Understand That?)., Shut Your Mouth And Work Or You Will, Be Put Away For Life., , [Bridge], , Now When All The Consequences From This Have Been Shown., Not An Earthly Chance For Us, What Can We Do?, Please Make Them Go Away., , So Many Years, Now You Are Here., When You Replied, All Pleased Inside., But It All Turned Out, This Is The Last Dance,, There Is Nothing Else That We Can Do., , In This Room He Locked Himself, In And Knowing It Would Extinct Them All, From The Face Of The Earth., , Everything Is My Own Fault,, How Selfish Of Me, They Threatened Me With My Own Life., Everything Will Now Soon Be Gone, I'm Crying Here, On My Own But It Won't Help Us Out At All., , He Had Known From The, Very First Start That It Would Extinct Everyone From, The Face Of The Earth., , I Really Cannot Manage No More,, All The Guilt That I Have In My Heart For What I've Done., Now When I'm Fading Away,, I Hope You Can Forgive Me, For What I Have Done To Them All., Closing My Eyes Now., , [Chorus], , ",4,2002,metal
A.C.T,Imaginary Friends,Imaginary Friends,"Forget About Fiction, This Is Reality., I Am Convinced, They Are My True Friends., I Care About Them And Their Relations., Members Of My Family., , Look Out Be Careful, She's Exploiting You., Sleeping With You Just To Get Pregnant., Already Tried Your Brothers But She Failed., , Meaningless, Really Creative!, Who Wrote The Script, I'm Only Wondering?, Maybe It's One Of The Cameramen,, Filled With ClichГЇВїВЅs And Stereotypes., , Always The Same, Twisted Relationships., Mass Producing., , Someone's Dreaming, Fuzzy Image, And That's The Sign We Know., Zooming In When It's Dramatic. Ooh., Still We Watch When They're Playing Their Games., Still We Watch Even Though There're Teasing Our Brains., , In Front Of The TV You Sit Paralysed., Characters Dying, But They Rise Again., Two Hundred Episodes Were Just A Dream., Who Really Cares? You're Obsessed., When She Appears Your Hate Is Growing., ""Man-Eating, Power-Crazy Wrinkled Bitch!"", Using Her Sons To Get More Money., , Genius? Maybe Creative?, Its's Cheap But We Don't Care Cuz' We're Stuck Inside., A World Of Imaginary Friends Where Fiction Melts In To Reality., , Always The Same, Family Tragedies., Greedy Women!, , [Chorus], , ",5,2002,metal
A.C.T,Imaginary Friends,Shemale,"She Grew Up, Became A Man, What's Going On?, Parents Told Her:, Disappear, Don't Turn Around., Please, Never Come Back,, Go Away, And Pack Your Bags, Filthy One., , Filled With Sorrow She Threw Out Some Of Her Old Clothes., All Her Skirts She Now Had Drowned In Gasoline., Flames Touching The Sky,, Burning Up Her Old Life, No Regrets., , Growing A Beard, Finally A Man., , Please Accept That She Is Nothing But A Normal Guy., We Can't Help That She's Been Raised In A Narrow-Minded World., Scratching His Crutch, Just Like Real Men Do., Filled With Strength, Takes Another Step., , To Become A Full-Grown Man She Needed Help., A Crazy Little Swedish Surgeon Took Her Case., Cut, Pasted And Sewed, Changing Her Totally, Renewed And Gay., , Shoulders Now Broad, Finally A Man., , Please Accept That She Is Nothing But A Normal Guy., We Can't Help That She's Been Raised In A Narrow-Minded World., Scratching His Crutch, Just Like We All Do., Filled With Strength, Entering The World!, , Something Appeared., What A Nice Surprise That Was., , [Chorus 1], , ",6,2002,metal
A.C.T,Imaginary Friends,Relationships Part 1. At The Altar,"I Guess I'll Be Fine., The Rain Will Be My Holy Wine., No One Here Can See., Perhaps This Pain Is Meant For Me?, Maybe I'm Wrong., But I Never Wander Off Again., , ",7,2002,metal
A.C.T,Imaginary Friends,Relationships Part 2. Svetlana,"I Might Seem Strange, How I Act And How I Talk., I Don't How To Socialise., , A Neat Surprise, The Way She Moved., She Broke My Heart In Two., , I Really Don't Know Why I Had To Make That Donkey Mine., She Looked Like She Could Need A Drink., She Drank A Six-Pack; Plastic, Cans And All., , I Thank The Skies, I Found Her., She'll Beat Up The Guys Who Used To Harass Me., This Woman Of Mine, She's Problably The Brightest Star Of All., Once I'm In Her Arms, She Knows Just What To Do., I Feel Her Biceps Close To Me, And One Thing Is For Sure., Those Things Ain't Small!, , Well, We're A Bit Odd So What!, We Differ Quite In Height,, I'm Only Five Foot Four., And She's Almost Ten., Almost Ten!, Don't Wanna Lose My Girl,, This Shot-Putter Of Mine., She Will Protect Me And She's, A Real Gourmet Cook Too., Feed Me More!, Oh, My Svetlana., Maybe Cupid Is Blind., , ",8,2002,metal
A.C.T,Imaginary Friends,Relationships Part 3. No Perspective,"You Made A Fool Of Me Last Night., Left Me Alone At The Table You Did., Not Very Bright!, , And You Made It Obvious For Sure., Dancing And Smiling That Might Be All Right., But You Gave Him More!, , Please Let Me Tell You Something About That Guy., He's Not As Friendly As He Seems To Be., He Makes You Feel So Free., But Something Else On His Mind, That's Why He's Kind., , Awkward Behaviour Like That., Suit You It Doesn't At All., So Jealous That You Might Fall., Wake Up, Grow Up And See., That You Will Never Again, Question My Love For You., Why Can't You See?, Just How Much You Mean To Me?, , ",9,2002,metal
A.C.T,Last Epic,Intro,"[Instrumental], , ",1,2003,metal
A.C.T,Last Epic,The Observer,"Things That I See, When Weeping So Free, Peeking With Just One Eye, I See When You Cry, Snapshots From Your Bedroom, Pleasing Them All, No, You're Not Alone, , Trapped Since I Came, You're All In A Frame, Feeding Me With Your Time, This Must Be A Crime, Seeking In The Stairways, Fear To Be Seen, No, You're Not Alone, , This Isn't A Dream, Stay As A Team, Not An Illusion, Pictures Of You Too, , Time For A Break, It's Too Much To Take, Strobing Bright In This Pile Put All In A File, Will Someone Reveal Me Please, I Am Drained, Oh, I'm So Alone, , [Repeat], , ",10,2003,metal
A.C.T,Last Epic,The Cause,"I Tell Myself That I Wasn't That Involved, And Put Away Problems That Are Not Solved, Still I Recall What We Did That Day, It's Clear Why You Ran Away, My Conscience's Gone, , I Get The Feeling That I Am Not Alone, A Glance At The Wall, Did I See Him Frown, I Feel He's Aware Of What We've Done, Destroying His Favorite Son, He Read My Mind, , I Will Not Ever Forget A Smile That Dies, The Look On Your Face When You Took Our Lies, But You Were The One To Blame, I Cannot Stand The Shame, , I Guess He Sees Me Through, Feel Him From Above, How He's Starting From The Ceiling, , Ted, I Let Her Use You Too, Nothing She Said Was True, What Have I Done To You?, , You Sat Beside Me, We Talked About Your Style, I Mentioned The Garden, That Made You Smile, A Lie From This House Was The Latest Trend, I Said That I Was Your Friend, Please Rewind, , I Think He's Coming To Get Me, Can't You See, A Whisper At Night - You Will Not Be Free, Reminding Me Of What We Did That Day, It's Clear Why You Left That Away, I've Lost Control, , A Memory Of A Smile That Died, How Do You Think That I Feel Inside?, But You Were The One To Blame, She Won Her Stupid Game, , [Chorus], , [Repeat], , ",11,2003,metal
A.C.T,Last Epic,The Effect,"From The Stairs, Through The Door,, With The Wind, A Sudden Atmosphere, Woke Her Up And Made Her Realize, A Dream It Wasn't, No That Was A Call, , From A Floor, Through The Wall,, To Her Room, A Desperate Cry Arrived, Stuck In Bed, She Could Not Move At All, She Wished The Dream, Was Still Inside Her Head, , And Everyone Knew Who He Was, But No One Did A Thing, And The Building Appealed, There's No Time To Be Selfish Tonight, , Your Question Would Be Why, But Now I Say Goodbye, Figure This Out For Yourself, Let's Try, The Answer's In The Sky, This Is My Final Day, And Soon I'll Fly Away, Something To Learn, You Might See That Soon, What Did Have To Say?, , Remember Me Now You Will, The Memory Of Me Will Not Fade Away..."", , Could He Feel What They Thought,, Had He Known, They Did Not Care At All, Was His Crying All Because Of That?, Who Is He To Bother Them At Night?, , Morning Came, Brought No Light, To A Life, That Had Begun To Fall, He Would Never Walk This Earth Again, His Final Words Are Still Inside Their Minds, , [Bridge], , [Chorus], , ",12,2003,metal
A.C.T,Last Epic,Summary,"Close Your Eyes, You're Not Alone, Remember Your Size, Can Somebody Hear Your Moan?, Like That Wall Could Protect You, Rings On Water, Close Description, Be Aware My Son,, Cause Your Hate Is All Around, , What You Hear, That Could Be True, That's Why I Fear, I See What Your Mind Construe, , I Do Not Judge You, I Only Observe, You're Still My Soul, But I'm Wailing Inside, When My Spirits Try To Hide, It's Time To Wake Up, Time To Make A Change, , I Can't Deny, That You Make Me Cry, If I Ask You To Decide, Would You Choose My Side?, To Be Honest, You Are No One I Can Trust, , What Your Mind Will Radiate, Someone Will Find, And Spirits Illuminate, But Your Thoughts Aren't Happy, What You're Spreading Through My Organs, Will Reverberate, And Soon Affect You Fate, , What You Think, Is Energy, Remember The Link, And How It Recoils On Me, , [Bridge], , [Chorus], , ",13,2003,metal
A.C.T,Last Epic,Outro,"Now You've Heard A Tale Been Told, It's Up To You, Could This Be True, , , , , ",14,2003,metal
A.C.T,Last Epic,Wailings From A Building,"No, It Cannot Be The Morning Light, I Open Up My Eyes, Dried Out From A Worried Night, Children, It Is Enough To Drive One Round The Bend, I'm In Need For Sleep, Is That So Hard To Comprehend?, , Sneaking Round Like Mice, To Conceal Those Stupid Lies, I Don't Hear The Things That You Say, But Hidden Words An Thoughts Affect My Day, , ""I Still Remember When We Were One, All That Dedication, And How I Love That Integration, Why Can't You See?, What You Are Doing, All Recoils On Me"", , So, I Guess Your Visits Paid Off Pretty Well, For You They're All The Same, Pieces In Your Own Game, Landlord, How Nice To See You, Tell Me What's The Score, A Character Like You, Never Says A Thing That's True, , Lodgers Of Your Kind, Create Disorder In One's Mind, You Are Inside Of Me, You're My Pain, My Bricks, My Walls, They Soon Will Go Insane, Will I Cave In?, , [Chorus], , Did You Have To Freeze Out Gardener Ted?, It Used To Smell Good From My Flower Bed, Stairways Dirty, Water Pipes Unclean, It Isn't How I'd Like To Be Seen, I Cannot Stand This,, I'm No Longer A Teen, A Building With That Tension, Will Finally Cave In!, , [Chorus], , ",2,2003,metal
A.C.T,Last Epic,Mr. Landlord - Apartment 121,"""You Better Honour Him, Don't Jeopardize Your Stay, Put On That Perfect Smile And Start Sucking Up!, Hey! Mr. Landlord, Nice To See You Again, Always A Joy When You're Dropping By, We Pretend To Appreciate Wicked Games That He's Playing"", , This Edifice, It Rocks Because Of, Worries Are Growing Large, All Its Inmates, They Fear The One Who's, Striking The Gavel Hard, , All Dressed Up, Tailor-Made Suit, And A Tie From Giorgio Armani, He's Striding With A Smile, He Is Overjoyed, Swelled With Loftiness, As He Bites The End Of A Large Cuban Cigar, , [Repeat], , Screaming, Pointing And Telling Them How, A True Tenant Should Be, Threatening With Turning Off Hot Water, Cable And Power Too, Privacy Is Not Possible, It Doesn't Matter If Door's Closed, Somehow He Is Watching You, , He's The Landlord, The One With All The Strength, It Doesn't Matter If You Don't Like What He Says To You, , [Repeat], , Then Suddenly One Of Them Screamed Out Loud, Hey Neighbours Look, I Think We're Being Watched, Who Is Responsible For This, All Agreed On One Man, Everybody, Now Listen To Me, Let Us Play Along, Greet Him When You See Him, Let's Slowly Beat Him Down, , ""Hey! Mr. Landlord, Nice To See You Again, It's Always A Joy When You're Dropping By, You Better Honour Him, Don't Jeopardize Your Stay, We Pretend To Be Unaware Of It All"", , ",3,2003,metal
A.C.T,Last Epic,Torn By A Phrase. Garden,"By Myself, I'm Here Alone In Tears, Now Days And Weeks Gone By, Still It Feels The Same, I Wonder What Made It Go Wrong, , Loneliness And Silence And My Soul Is Aching, Torn Inside, Will Great Emptiness Heal; Will Love Cherish Me Once Again, , Everything's So Different Now, Even Water Taste So Strange, I Close My Eyes, It Hurts Too Much To See, , You Came And Gave Me Love, I Thought That It Was Meant To Be, Somehow It Had To End, I Couldn't See That What I Treasure Had Gone, , This Is All, Still News To Me, Engravings Cut Inside My Head, These Are Drawings That Will Not Be Erased Or Fade By Time, Thinking Of The Life We Shared A Smile Across My Face Appears, All Joy We Shared It Ended When You Spoke Those Words, , [Bridge], , [Chorus], , Trying To Be Strong Although I'm Weaker Than I've Ever Been, Longing For You, Dreaming Of You, Everything Is Gone, , Since That Day It Seems Like Life Has Lost Its Spark In Me, I Am Lost In This Chapter, Tell Me When It Ends, , ",4,2003,metal
A.C.T,Last Epic,Ted_s Ballad - Attic,"Watching Your Walls, Your Cracks And Your Flaws, They Are All Beauty Marks As Far As I See, One Drainpipe Is Loose, Like A Tile On Your Roof, But Your Heart Is As Great As Camelot's, , Standing Here Tall, In All Your Grace, You Emanate Hope To Me, , You Make Me Want To Live, You Give Me Strength To Want To Give, I Know You Feel My Love, I Can See It In Your Aisles, , Your Bricks Shining Red - Can You All See The Irony?, On Your Fine Flowerbed - They Are Laughing Behind His Back, I Mend It With Deep Respect And Loving Care, Your Windows Are Clean - All The Need Is A Friend Who Cares, By The Man No One Have Seen - He's The Man No One Sees A Friend, He Too Can See Through Your Thick Concrete Walls, , Standing Here Tall, In All Your Grace, You Emanate Hope To Me, , [Chorus], , ",5,2003,metal
A.C.T,Last Epic,Dance Of Mr. Grumble,"[Instrumental], , ",6,2003,metal
A.C.T,Last Epic,Wake Up - Apartment 122,"All These Weird Folks That I Am Seeing, Walking Through Here Like Zombie Beings, Always Doing The Strangest Kind Of Things, , Kicking Buttons With Doctor Martins, Doing Love Acts Even With Cousins, Can't They See What Damage, They Are Causing Me?, , I Can See Them All Conspiring, Telling Each Other Lies, They Can't See Me, , Search Your Heart And Forgive Their Souls, Whatever The Cost Might Be?, You Know It's All A Matter Of Sympathy, But You Don't Have To Take Them, Every Dawn Brings A Brand New Day, And Slowly Works Its Way To Dusk, Will They Ever Manage, To Improve Themselves?"", , All These Weird Things That I Am Seeing, Glad I'm Not Like A Human Being., Losing Temper And Problems With Pms, , Landlord's Lying To All Of His Clients, Right Back At Him, They're Scheming Bad Things, Ted Is Honest,, A Fool Who Just Can't See The Truth, , [Bridge], , [Chorus], , All These Weird Things That I Am Seeing, Glad I'm Not Like A Human Being., Losing Temper And Problems With Pms, , Landlord's Lying To All Of His Clients, Right Back At Him, They're Scheming Bad Things, Ted Is Honest,, A Fool Who Just Can't See The Truth, , [Bridge], , [Chorus], , ",7,2003,metal
A.C.T,Last Epic,Manipulator - Barbeque,"Can't You See I Don't Want This?, To See, Your Eyes Must Be Open, You See Your Own Truth In My Kiss, You're Feeding Me, You're Kissing Me, You're Tasting Me, Manipulator!, , These Four Walls Like A Prison, They're Closing In Every Minute, I Know My Life Is Your Passion, You're Mocking Me, You're Blocking Me, You're Sucking Me, Manipulator!, , It Is Time To Wake Up, You Think You Know What I Want But You Are Wrong, You Can't Hold Me Forever, Some Day Mr. Grumble Will Set Me Free, How I Long For That Day, Then I'll Be Gone, , She Won't Let You Go, No One Really Knows Where I Am, , Get Out Of Here, You've Gone Too Far, My Life's A Mess, Locked In Your Jar, Get Off My Back, This Is My Life, Get Off My Track, My Soul's Still Mine, , Do You Think That She Bought It?, The Message's Clear Like Crystal, I Saw A Ripple On Her Eyelid, She Is Like A Tiger, Looking At A Bloody Peace Of Meat, , I Don't Think I Can Face Her, This Time I'm King Or Loser, As True As Her Name Is Amber, She Will Leave Or She Will Kill Me, Either Way I'm..., , It Is Time To Wake Up, You Think You Know What I Want But You Are Wrong, You Can't Hold Me Forever, Some Day Mr. Grumble Will Set Me Free, How I Long For That Day, Then I'll Be Gone, , [Bridge], , [Chorus], , ",8,2003,metal
A.C.T,Last Epic,A Loaded Situation. Surveying Room,"[Instrumental], , ",9,2003,metal
